timestamp,temperature_in_celsius
2016-12-26 12:40:57,17.6
2016-12-26 12:40:59,17.6
2016-12-26 12:41:03,17.6
2016-12-26 12:41:04,17.6
2016-12-26 12:41:06,17.6
2016-12-26 12:41:07,17.6
2016-12-26 12:41:12,17.6
2016-12-26 12:41:16,17.6
2016-12-26 12:41:17,17.6
2016-12-26 12:41:19,17.6
2016-12-26 12:41:21,17.6
2016-12-26 12:41:25,17.6
2016-12-26 12:41:25,17.6
2016-12-26 12:41:26,17.6
2016-12-26 12:41:28,17.6
2016-12-26 12:41:39,17.6
2016-12-26 12:41:43,17.6
2016-12-26 12:41:44,17.6
2016-12-26 12:41:46,17.6
2016-12-26 12:41:52,17.6
2016-12-26 12:41:54,17.6
2016-12-26 12:41:58,17.7
2016-12-26 12:42:07,17.7
2016-12-26 12:42:08,17.7
2016-12-26 12:42:10,17.7
2016-12-26 12:42:12,17.7
2016-12-26 12:42:17,17.7
2016-12-26 12:42:21,17.7
2016-12-26 12:42:23,17.7
2016-12-26 12:42:23,17.7
2016-12-26 12:42:27,17.7
2016-12-26 12:42:28,17.7
2016-12-26 12:42:30,17.7
2016-12-26 12:42:36,17.7
2016-12-26 12:42:38,17.7
2016-12-26 12:42:40,17.7
2016-12-26 12:42:49,17.7
2016-12-26 12:42:51,17.7
2016-12-26 12:42:52,17.7
2016-12-26 12:42:56,17.7
2016-12-26 12:42:58,17.7
2016-12-26 12:42:59,17.7
2016-12-26 12:43:04,17.7
2016-12-26 12:43:15,17.7
2016-12-26 12:43:17,17.8
2016-12-26 12:43:19,17.8
2016-12-26 12:43:21,17.7
2016-12-26 12:43:23,17.7
2016-12-26 12:43:24,17.7
2016-12-26 12:43:26,17.8
2016-12-26 12:43:26,17.8
2016-12-26 12:43:33,17.8
2016-12-26 12:43:35,17.8
2016-12-26 12:43:36,17.8
2016-12-26 12:43:38,17.8
2016-12-26 12:43:41,17.9
2016-12-26 12:43:43,17.9
2016-12-26 12:43:45,17.9
2016-12-26 12:43:47,17.9
2016-12-26 12:43:51,18.0
2016-12-26 12:43:53,18.1
2016-12-26 12:43:57,18.1
2016-12-26 12:43:59,18.1
2016-12-26 12:44:02,18.2
2016-12-26 12:44:19,18.1
2016-12-26 12:44:20,18.2
2016-12-26 12:44:22,18.2
2016-12-26 12:44:23,18.2
2016-12-26 12:44:25,18.1
2016-12-26 12:44:26,18.1
2016-12-26 12:44:26,18.1
2016-12-26 12:44:28,18.2
2016-12-26 12:44:32,18.1
2016-12-26 12:44:41,18.2
2016-12-26 12:44:43,18.2
2016-12-26 12:44:44,18.2
2016-12-26 12:44:48,18.2
2016-12-26 12:44:50,18.1
2016-12-26 12:44:54,18.1
2016-12-26 12:44:58,18.1
2016-12-26 12:45:01,18.1
2016-12-26 12:45:04,18.1
2016-12-26 12:45:07,18.1
2016-12-26 12:45:08,18.1
2016-12-26 12:45:10,18.1
2016-12-26 12:45:11,18.1
2016-12-26 12:45:13,18.1
2016-12-26 12:45:19,18.1
2016-12-26 12:45:23,18.1
2016-12-26 12:45:23,18.1
2016-12-26 12:45:27,18.1
2016-12-26 12:45:29,18.1
2016-12-26 12:45:33,18.1
2016-12-26 12:45:40,18.1
2016-12-26 12:45:41,18.1
2016-12-26 12:45:51,18.0
2016-12-26 12:45:55,18.0
2016-12-26 12:45:59,18.0
2016-12-26 12:46:00,18.0
2016-12-26 12:46:02,18.0
2016-12-26 12:46:16,18.0
2016-12-26 12:46:17,18.0
2016-12-26 12:46:22,18.0
2016-12-26 12:46:26,17.9
2016-12-26 12:46:26,17.9
2016-12-26 12:46:27,17.9
2016-12-26 12:46:29,18.0
2016-12-26 12:46:33,18.0
2016-12-26 12:46:36,17.9
2016-12-26 12:46:37,17.9
2016-12-26 12:46:39,17.9
2016-12-26 12:46:41,17.9
2016-12-26 12:46:45,17.9
2016-12-26 12:46:51,17.9
2016-12-26 12:46:53,17.9
2016-12-26 12:46:57,17.9
2016-12-26 12:47:01,17.9
2016-12-26 12:47:02,17.9
2016-12-26 12:47:06,17.9
2016-12-26 12:47:08,17.9
2016-12-26 12:47:09,17.9
2016-12-26 12:47:11,17.9
2016-12-26 12:47:12,17.8
2016-12-26 12:47:14,17.9
2016-12-26 12:47:15,17.9
2016-12-26 12:47:19,17.9
2016-12-26 12:47:21,17.9
2016-12-26 12:47:23,17.8
2016-12-26 12:47:23,17.8
2016-12-26 12:47:27,17.8
2016-12-26 12:47:28,17.8
2016-12-26 12:47:30,17.8
2016-12-26 12:47:33,17.8
2016-12-26 12:47:42,17.8
2016-12-26 12:47:46,17.8
2016-12-26 12:47:47,17.8
2016-12-26 12:47:49,17.8
2016-12-26 12:47:50,17.8
2016-12-26 12:47:54,17.8
2016-12-26 12:47:56,17.8
2016-12-26 12:48:00,17.8
2016-12-26 12:48:02,17.8
2016-12-26 12:48:04,17.8
2016-12-26 12:48:06,13.0
2016-12-26 12:48:08,17.8
2016-12-26 12:48:22,17.8
2016-12-26 12:48:26,17.7
2016-12-26 12:48:26,17.7
2016-12-26 12:48:30,17.8
2016-12-26 12:48:31,17.8
2016-12-26 12:48:34,17.7
2016-12-26 12:48:36,17.7
2016-12-26 12:48:38,17.7
2016-12-26 12:48:39,17.7
2016-12-26 12:48:46,17.7
2016-12-26 12:48:50,17.7
2016-12-26 12:48:51,17.7
2016-12-26 12:48:55,17.7
2016-12-26 12:48:57,17.7
2016-12-26 12:49:04,17.7
2016-12-26 12:49:05,17.7
2016-12-26 12:49:15,17.7
2016-12-26 12:49:19,17.7
2016-12-26 12:49:20,17.7
2016-12-26 12:49:22,17.7
2016-12-26 12:49:26,17.7
2016-12-26 12:49:26,17.7
2016-12-26 12:49:30,17.7
2016-12-26 12:49:31,17.7
2016-12-26 12:49:33,17.7
2016-12-26 12:49:34,17.7
2016-12-26 12:49:36,17.7
2016-12-26 12:49:40,17.7
2016-12-26 12:49:41,17.6
2016-12-26 12:49:43,17.7
2016-12-26 12:49:45,17.7
2016-12-26 12:49:46,17.7
2016-12-26 12:49:55,17.7
2016-12-26 12:49:57,17.7
2016-12-26 12:49:58,17.7
2016-12-26 12:50:00,17.6
2016-12-26 12:50:09,17.6
2016-12-26 12:50:13,17.6
2016-12-26 12:50:14,17.6
2016-12-26 12:50:16,17.6
2016-12-26 12:50:18,17.6
2016-12-26 12:50:19,17.6
2016-12-26 12:50:21,17.6
2016-12-26 12:50:22,17.6
2016-12-26 12:50:26,17.6
2016-12-26 12:50:26,17.6
2016-12-26 12:50:28,17.6
2016-12-26 12:50:29,17.6
2016-12-26 12:50:31,17.6
2016-12-26 12:50:33,17.6
2016-12-26 12:50:40,17.6
2016-12-26 12:50:56,17.7
2016-12-26 12:50:58,17.6
2016-12-26 12:51:00,17.6
2016-12-26 12:51:01,17.6
2016-12-26 12:51:06,17.6
2016-12-26 12:51:09,17.6
2016-12-26 12:51:10,17.6
2016-12-26 12:51:12,17.6
2016-12-26 12:51:21,17.6
2016-12-26 12:51:22,17.6
2016-12-26 12:51:26,17.6
2016-12-26 12:51:26,17.6
2016-12-26 12:51:28,17.6
2016-12-26 12:51:30,17.6
2016-12-26 12:51:31,17.6
2016-12-26 12:51:33,17.6
2016-12-26 12:51:35,17.6
2016-12-26 12:51:41,17.6
2016-12-26 12:51:43,17.6
2016-12-26 12:51:51,17.6
2016-12-26 12:51:55,17.6
2016-12-26 12:51:56,17.6
2016-12-26 12:52:00,17.6
2016-12-26 12:52:04,17.6
2016-12-26 12:52:08,17.6
2016-12-26 12:52:10,17.6
2016-12-26 12:52:12,17.6
2016-12-26 12:52:16,17.6
2016-12-26 12:52:17,17.6
2016-12-26 12:52:27,17.6
2016-12-26 12:52:27,17.6
2016-12-26 12:52:37,17.6
2016-12-26 12:52:39,17.6
2016-12-26 12:52:43,17.6
2016-12-26 12:52:44,17.6
2016-12-26 12:52:46,17.6
2016-12-26 12:52:50,17.6
2016-12-26 12:52:54,17.6
2016-12-26 12:52:55,17.6
2016-12-26 12:52:57,17.6
2016-12-26 12:52:59,17.6
2016-12-26 12:53:03,17.6
2016-12-26 12:53:05,17.6
2016-12-26 12:53:09,17.6
2016-12-26 12:53:12,17.6
2016-12-26 12:53:13,17.6
2016-12-26 12:53:20,17.6
2016-12-26 12:53:22,17.6
2016-12-26 12:53:23,17.6
2016-12-26 12:53:23,17.6
2016-12-26 12:53:27,17.6
2016-12-26 12:53:29,17.6
2016-12-26 12:53:30,17.6
2016-12-26 12:53:32,17.6
2016-12-26 12:53:37,17.6
2016-12-26 12:53:39,17.6
2016-12-26 12:53:40,17.6
2016-12-26 12:53:42,17.6
2016-12-26 12:53:44,17.6
2016-12-26 12:53:46,17.6
2016-12-26 12:53:49,17.6
2016-12-26 12:53:51,17.6
2016-12-26 12:53:55,17.6
2016-12-26 12:53:57,17.6
2016-12-26 12:54:02,17.6
2016-12-26 12:54:03,17.6
2016-12-26 12:54:05,17.6
2016-12-26 12:54:06,17.6
2016-12-26 12:54:08,17.6
2016-12-26 12:54:12,17.6
2016-12-26 12:54:18,17.6
2016-12-26 12:54:20,17.6
2016-12-26 12:54:20,17.6
2016-12-26 12:54:29,17.6
2016-12-26 12:54:30,17.6
2016-12-26 12:54:34,17.6
2016-12-26 12:54:37,17.6
2016-12-26 12:54:38,17.6
2016-12-26 12:54:42,17.6
2016-12-26 12:54:46,17.6
2016-12-26 12:54:50,17.6
2016-12-26 12:54:54,17.6
2016-12-26 12:54:58,17.6
2016-12-26 12:55:00,17.6
2016-12-26 12:55:02,17.6
2016-12-26 12:55:06,17.6
2016-12-26 12:55:16,17.6
2016-12-26 12:55:17,17.6
2016-12-26 12:55:19,17.6
2016-12-26 12:55:20,17.6
2016-12-26 12:55:20,17.6
2016-12-26 12:55:32,17.6
2016-12-26 12:55:36,17.6
2016-12-26 12:55:38,17.6
2016-12-26 12:55:39,17.6
2016-12-26 12:55:42,17.6
2016-12-26 12:55:44,17.6
2016-12-26 12:55:45,17.6
2016-12-26 12:55:49,17.6
2016-12-26 12:55:51,17.6
2016-12-26 12:55:55,17.6
2016-12-26 12:55:57,17.6
2016-12-26 12:56:01,17.6
2016-12-26 12:56:02,17.6
2016-12-26 12:56:04,17.6
2016-12-26 12:56:08,17.6
2016-12-26 12:56:13,17.6
2016-12-26 12:56:20,17.6
2016-12-26 12:56:22,17.6
2016-12-26 12:56:26,17.6
2016-12-26 12:56:26,17.6
2016-12-26 12:56:28,17.6
2016-12-26 12:56:29,17.5
2016-12-26 12:56:31,17.6
2016-12-26 12:56:33,17.6
2016-12-26 12:56:39,17.6
2016-12-26 12:56:43,17.6
2016-12-26 12:56:52,17.6
2016-12-26 12:56:54,17.6
2016-12-26 12:56:58,17.6
2016-12-26 12:57:04,17.6
2016-12-26 12:57:06,17.6
2016-12-26 12:57:10,17.6
2016-12-26 12:57:11,17.6
2016-12-26 12:57:13,17.6
2016-12-26 12:57:15,17.6
2016-12-26 12:57:16,17.6
2016-12-26 12:57:23,17.6
2016-12-26 12:57:23,17.6
2016-12-26 12:57:30,17.6
2016-12-26 12:57:34,17.6
2016-12-26 12:57:35,17.6
2016-12-26 12:57:37,17.6
2016-12-26 12:57:38,17.6
2016-12-26 12:57:44,17.6
2016-12-26 12:57:47,17.6
2016-12-26 12:57:49,17.6
2016-12-26 12:57:53,17.6
2016-12-26 12:57:54,17.6
2016-12-26 12:58:04,17.6
2016-12-26 12:58:08,17.6
2016-12-26 12:58:14,17.6
2016-12-26 12:58:16,17.6
2016-12-26 12:58:17,17.6
2016-12-26 12:58:19,17.6
2016-12-26 12:58:19,17.6
2016-12-26 12:58:33,17.6
2016-12-26 12:58:35,17.6
2016-12-26 12:58:36,17.6
2016-12-26 12:58:38,17.6
2016-12-26 12:58:54,17.6
2016-12-26 12:59:01,17.6
2016-12-26 12:59:02,17.6
2016-12-26 12:59:04,17.6
2016-12-26 12:59:05,17.6
2016-12-26 12:59:07,17.6
2016-12-26 12:59:11,17.6
2016-12-26 12:59:13,17.6
2016-12-26 12:59:14,17.6
2016-12-26 12:59:16,17.6
2016-12-26 12:59:17,17.6
2016-12-26 12:59:19,17.6
2016-12-26 12:59:20,17.6
2016-12-26 12:59:22,17.6
2016-12-26 12:59:23,17.6
2016-12-26 12:59:25,17.6
2016-12-26 12:59:26,17.6
2016-12-26 12:59:26,17.6
2016-12-26 12:59:28,17.6
2016-12-26 12:59:29,17.6
2016-12-26 12:59:31,17.6
2016-12-26 12:59:32,17.6
2016-12-26 12:59:34,17.6
2016-12-26 12:59:36,17.6
2016-12-26 12:59:37,17.6
2016-12-26 12:59:39,17.6
2016-12-26 12:59:40,17.6
2016-12-26 12:59:44,17.6
2016-12-26 12:59:46,17.6
2016-12-26 12:59:47,17.6
2016-12-26 12:59:49,17.6
2016-12-26 12:59:50,17.6
2016-12-26 12:59:52,17.6
2016-12-26 12:59:53,17.6
2016-12-26 12:59:55,17.6
2016-12-26 12:59:56,17.6
2016-12-26 12:59:58,17.6
2016-12-26 12:59:59,17.6
2016-12-26 13:00:01,17.6
2016-12-26 13:00:03,17.6
2016-12-26 13:00:04,17.6
2016-12-26 13:00:06,17.6
2016-12-26 13:00:07,17.6
2016-12-26 13:00:09,17.6
2016-12-26 13:00:10,17.6
2016-12-26 13:00:12,17.6
2016-12-26 13:00:13,17.6
2016-12-26 13:00:15,17.6
2016-12-26 13:00:21,17.6
2016-12-26 13:00:23,17.6
2016-12-26 13:00:24,17.6
2016-12-26 13:00:26,17.6
2016-12-26 13:00:26,17.6
2016-12-26 13:00:28,17.6
2016-12-26 13:00:32,17.6
2016-12-26 13:00:33,17.6
2016-12-26 13:00:35,17.6
2016-12-26 13:00:36,17.6
2016-12-26 13:00:38,17.6
2016-12-26 13:00:39,17.6
2016-12-26 13:00:46,17.6
2016-12-26 13:00:47,17.6
2016-12-26 13:00:49,17.6
2016-12-26 13:00:50,17.6
2016-12-26 13:00:54,17.6
2016-12-26 13:00:56,17.6
2016-12-26 13:00:58,17.6
2016-12-26 13:00:59,17.6
2016-12-26 13:01:01,17.6
2016-12-26 13:01:02,17.6
2016-12-26 13:01:04,17.6
2016-12-26 13:01:05,17.6
2016-12-26 13:01:07,17.6
2016-12-26 13:01:08,17.6
2016-12-26 13:01:10,17.6
2016-12-26 13:01:11,17.6
2016-12-26 13:01:13,17.6
2016-12-26 13:01:14,17.6
2016-12-26 13:01:16,17.6
2016-12-26 13:01:17,17.6
2016-12-26 13:01:19,17.6
2016-12-26 13:01:21,17.6
2016-12-26 13:01:22,17.6
2016-12-26 13:01:24,17.6
2016-12-26 13:01:25,17.6
2016-12-26 13:01:25,17.6
2016-12-26 13:01:27,17.6
2016-12-26 13:01:28,17.6
2016-12-26 13:01:30,17.6
2016-12-26 13:01:31,17.6
2016-12-26 13:01:35,17.6
2016-12-26 13:01:37,17.6
2016-12-26 13:01:38,17.6
2016-12-26 13:01:40,17.6
2016-12-26 13:01:41,17.6
2016-12-26 13:01:43,17.6
2016-12-26 13:01:47,17.6
2016-12-26 13:01:51,17.6
2016-12-26 13:01:53,17.6
2016-12-26 13:01:54,17.6
2016-12-26 13:01:58,17.6
2016-12-26 13:02:00,17.6
2016-12-26 13:02:04,17.6
2016-12-26 13:02:05,17.6
2016-12-26 13:02:07,17.6
2016-12-26 13:02:08,17.6
2016-12-26 13:02:10,17.6
2016-12-26 13:02:11,17.6
2016-12-26 13:02:13,17.6
2016-12-26 13:02:15,17.6
2016-12-26 13:02:16,17.6
2016-12-26 13:02:18,17.6
2016-12-26 13:02:19,17.6
2016-12-26 13:02:21,17.6
2016-12-26 13:02:22,17.6
2016-12-26 13:02:24,17.6
2016-12-26 13:02:24,17.6
2016-12-26 13:02:28,17.6
2016-12-26 13:02:29,17.6
2016-12-26 13:02:31,17.6
2016-12-26 13:02:32,17.6
2016-12-26 13:02:34,17.6
2016-12-26 13:02:35,17.6
2016-12-26 13:02:37,17.6
2016-12-26 13:02:41,17.6
2016-12-26 13:02:43,17.6
2016-12-26 13:02:44,17.6
2016-12-26 13:02:46,17.6
2016-12-26 13:02:47,17.6
2016-12-26 13:02:49,17.6
2016-12-26 13:02:50,17.6
2016-12-26 13:02:52,17.6
2016-12-26 13:02:56,17.6
2016-12-26 13:02:57,17.6
2016-12-26 13:02:59,17.6
2016-12-26 13:03:00,17.6
2016-12-26 13:03:02,17.6
2016-12-26 13:03:03,17.6
2016-12-26 13:03:08,17.6
2016-12-26 13:03:09,17.6
2016-12-26 13:03:11,17.6
2016-12-26 13:03:12,17.6
2016-12-26 13:03:14,17.6
2016-12-26 13:03:15,17.6
2016-12-26 13:03:17,17.6
2016-12-26 13:03:18,17.6
2016-12-26 13:03:20,17.6
2016-12-26 13:03:21,17.6
2016-12-26 13:03:23,17.6
2016-12-26 13:03:24,17.6
2016-12-26 13:03:26,17.6
2016-12-26 13:03:26,17.6
2016-12-26 13:03:27,17.6
2016-12-26 13:03:29,17.6
2016-12-26 13:03:30,17.6
2016-12-26 13:03:32,17.6
2016-12-26 13:03:36,17.6
2016-12-26 13:03:40,17.6
2016-12-26 13:03:42,17.6
2016-12-26 13:03:43,17.6
2016-12-26 13:03:45,17.6
2016-12-26 13:03:46,17.6
2016-12-26 13:03:48,17.6
2016-12-26 13:03:49,17.6
2016-12-26 13:03:51,17.6
2016-12-26 13:03:52,17.6
2016-12-26 13:03:54,17.6
2016-12-26 13:03:55,17.6
2016-12-26 13:03:57,17.6
2016-12-26 13:03:59,17.6
2016-12-26 13:04:03,17.6
2016-12-26 13:04:04,17.7
2016-12-26 13:04:06,17.6
2016-12-26 13:04:07,17.6
2016-12-26 13:04:09,17.6
2016-12-26 13:04:10,17.6
2016-12-26 13:04:12,17.7
2016-12-26 13:04:13,17.6
2016-12-26 13:04:15,17.6
2016-12-26 13:04:19,17.6
2016-12-26 13:04:20,17.6
2016-12-26 13:04:22,17.7
2016-12-26 13:04:23,17.6
2016-12-26 13:04:25,17.6
2016-12-26 13:04:27,17.6
2016-12-26 13:04:27,17.6
2016-12-26 13:04:28,17.6
2016-12-26 13:04:30,17.6
2016-12-26 13:04:31,17.6
2016-12-26 13:04:33,17.6
2016-12-26 13:04:34,17.6
2016-12-26 13:04:36,17.7
2016-12-26 13:04:37,17.6
2016-12-26 13:04:39,17.6
2016-12-26 13:04:40,17.6
2016-12-26 13:04:42,17.6
2016-12-26 13:04:43,17.6
2016-12-26 13:04:45,17.7
2016-12-26 13:04:46,17.6
2016-12-26 13:04:48,17.7
2016-12-26 13:04:50,17.7
2016-12-26 13:04:51,17.6
2016-12-26 13:04:53,17.6
2016-12-26 13:04:54,17.6
2016-12-26 13:04:58,17.6
2016-12-26 13:05:00,17.7
2016-12-26 13:05:01,17.7
2016-12-26 13:05:03,17.6
2016-12-26 13:05:04,17.7
2016-12-26 13:05:06,17.6
2016-12-26 13:05:07,17.7
2016-12-26 13:05:09,17.6
2016-12-26 13:05:10,17.7
2016-12-26 13:05:12,17.6
2016-12-26 13:05:13,17.6
2016-12-26 13:05:15,17.7
2016-12-26 13:05:17,17.6
2016-12-26 13:05:18,17.6
2016-12-26 13:05:20,17.7
2016-12-26 13:05:21,17.7
2016-12-26 13:05:23,17.6
2016-12-26 13:05:24,17.7
2016-12-26 13:05:26,17.6
2016-12-26 13:05:26,17.6
2016-12-26 13:05:27,17.6
2016-12-26 13:05:29,17.7
2016-12-26 13:05:30,17.6
2016-12-26 13:05:32,17.6
2016-12-26 13:05:33,17.6
2016-12-26 13:05:35,17.7
2016-12-26 13:05:39,17.6
2016-12-26 13:05:41,17.7
2016-12-26 13:05:42,17.7
2016-12-26 13:05:44,17.6
2016-12-26 13:05:45,17.7
2016-12-26 13:05:49,17.6
2016-12-26 13:05:53,17.7
2016-12-26 13:05:55,17.6
2016-12-26 13:05:59,17.7
2016-12-26 13:06:00,17.6
2016-12-26 13:06:02,17.7
2016-12-26 13:06:03,17.6
2016-12-26 13:06:05,17.7
2016-12-26 13:06:06,17.7
2016-12-26 13:06:08,17.6
2016-12-26 13:06:10,17.7
2016-12-26 13:06:11,17.6
2016-12-26 13:06:13,17.6
2016-12-26 13:06:14,17.7
2016-12-26 13:06:16,17.7
2016-12-26 13:06:17,17.7
2016-12-26 13:06:19,17.6
2016-12-26 13:06:20,17.7
2016-12-26 13:06:22,17.7
2016-12-26 13:06:23,17.7
2016-12-26 13:06:25,17.7
2016-12-26 13:06:26,17.7
2016-12-26 13:06:26,17.7
2016-12-26 13:06:28,17.6
2016-12-26 13:06:29,17.6
2016-12-26 13:06:31,17.6
2016-12-26 13:06:33,17.7
2016-12-26 13:06:34,17.7
2016-12-26 13:06:36,17.7
2016-12-26 13:06:37,17.6
2016-12-26 13:06:39,17.6
2016-12-26 13:06:40,17.7
2016-12-26 13:06:42,17.7
2016-12-26 13:06:43,17.6
2016-12-26 13:06:45,17.7
2016-12-26 13:06:46,17.7
2016-12-26 13:06:48,17.6
2016-12-26 13:06:49,17.7
2016-12-26 13:06:51,17.7
2016-12-26 13:06:52,17.7
2016-12-26 13:06:54,17.7
2016-12-26 13:06:55,17.7
2016-12-26 13:06:57,17.7
2016-12-26 13:06:59,17.7
2016-12-26 13:07:03,17.7
2016-12-26 13:07:04,17.7
2016-12-26 13:07:06,17.7
2016-12-26 13:07:07,17.7
2016-12-26 13:07:09,17.7
2016-12-26 13:07:10,17.6
2016-12-26 13:07:12,17.7
2016-12-26 13:07:13,17.7
2016-12-26 13:07:15,17.7
2016-12-26 13:07:16,17.7
2016-12-26 13:07:18,17.7
2016-12-26 13:07:19,17.6
2016-12-26 13:07:21,17.7
2016-12-26 13:07:23,17.7
2016-12-26 13:07:24,17.7
2016-12-26 13:07:26,17.6
2016-12-26 13:07:26,17.6
2016-12-26 13:07:27,17.7
2016-12-26 13:07:29,17.7
2016-12-26 13:07:30,17.7
2016-12-26 13:07:32,17.7
2016-12-26 13:07:33,17.7
2016-12-26 13:07:35,17.7
2016-12-26 13:07:36,17.7
2016-12-26 13:07:38,17.6
