timestamp,relative_humidity
2016-12-26 12:37:04,38.9
2016-12-26 12:37:07,38.1
2016-12-26 12:37:14,38.8
2016-12-26 12:37:15,38.8
2016-12-26 12:37:24,38.9
2016-12-26 12:37:26,38.9
2016-12-26 12:37:26,38.9
2016-12-26 12:37:28,39.0
2016-12-26 12:37:29,39.0
2016-12-26 12:37:32,38.9
2016-12-26 12:37:33,38.9
2016-12-26 12:37:37,38.9
2016-12-26 12:37:39,39.0
2016-12-26 12:37:45,38.9
2016-12-26 12:37:49,38.2
2016-12-26 12:37:51,38.9
2016-12-26 12:37:53,38.9
2016-12-26 12:37:59,39.0
2016-12-26 12:38:06,38.9
2016-12-26 12:38:08,38.9
2016-12-26 12:38:12,38.8
2016-12-26 12:38:16,38.9
2016-12-26 12:38:17,38.8
2016-12-26 12:38:20,38.8
2016-12-26 12:38:22,38.7
2016-12-26 12:38:24,38.1
2016-12-26 12:38:25,38.6
2016-12-26 12:38:25,38.6
2016-12-26 12:38:27,38.6
2016-12-26 12:38:31,38.6
2016-12-26 12:38:35,38.7
2016-12-26 12:38:39,38.7
2016-12-26 12:38:46,38.8
2016-12-26 12:38:50,38.8
2016-12-26 12:38:54,38.7
2016-12-26 12:39:00,38.6
2016-12-26 12:39:01,38.1
2016-12-26 12:39:03,38.8
2016-12-26 12:39:04,38.0
2016-12-26 12:39:06,38.8
2016-12-26 12:39:07,38.8
2016-12-26 12:39:09,38.8
2016-12-26 12:39:15,38.9
2016-12-26 12:39:17,38.8
2016-12-26 12:39:18,38.9
2016-12-26 12:39:20,39.0
2016-12-26 12:39:21,38.9
2016-12-26 12:39:23,38.8
2016-12-26 12:39:24,38.5
2016-12-26 12:39:24,38.5
2016-12-26 12:39:31,39.0
2016-12-26 12:39:33,38.3
2016-12-26 12:39:35,39.0
2016-12-26 12:39:39,39.0
2016-12-26 12:39:43,38.9
2016-12-26 12:39:47,38.7
2016-12-26 12:39:48,38.1
2016-12-26 12:39:53,38.9
2016-12-26 12:39:55,38.9
2016-12-26 12:39:59,38.9
2016-12-26 12:40:01,38.9
2016-12-26 12:40:05,38.9
2016-12-26 12:40:09,38.5
2016-12-26 12:40:13,38.7
2016-12-26 12:40:14,38.6
2016-12-26 12:40:21,38.9
2016-12-26 12:40:22,38.8
2016-12-26 12:40:24,38.8
2016-12-26 12:40:26,38.8
2016-12-26 12:40:26,38.8
2016-12-26 12:40:27,38.5
2016-12-26 12:40:29,38.7
2016-12-26 12:40:30,38.3
2016-12-26 12:40:32,38.8
2016-12-26 12:40:34,38.8
2016-12-26 12:40:35,38.8
2016-12-26 12:40:39,38.8
2016-12-26 12:40:41,38.5
2016-12-26 12:40:42,38.6
2016-12-26 12:40:44,38.5
2016-12-26 12:40:46,38.6
2016-12-26 12:40:47,38.6
2016-12-26 12:40:50,38.5
2016-12-26 12:40:51,38.8
2016-12-26 12:40:53,38.2
2016-12-26 12:40:57,38.8
2016-12-26 12:40:59,38.8
2016-12-26 12:41:03,38.8
2016-12-26 12:41:04,38.8
2016-12-26 12:41:06,38.7
2016-12-26 12:41:07,38.7
2016-12-26 12:41:12,38.2
2016-12-26 12:41:16,38.8
2016-12-26 12:41:17,38.7
2016-12-26 12:41:19,38.8
2016-12-26 12:41:21,38.3
2016-12-26 12:41:25,38.8
2016-12-26 12:41:25,38.8
2016-12-26 12:41:26,38.3
2016-12-26 12:41:28,38.7
2016-12-26 12:41:39,38.7
2016-12-26 12:41:43,38.7
2016-12-26 12:41:44,38.7
2016-12-26 12:41:46,38.7
2016-12-26 12:41:52,38.7
2016-12-26 12:41:54,38.6
2016-12-26 12:41:58,38.8
2016-12-26 12:42:07,38.7
2016-12-26 12:42:08,38.7
2016-12-26 12:42:10,38.7
2016-12-26 12:42:12,38.7
2016-12-26 12:42:17,38.8
2016-12-26 12:42:21,38.8
2016-12-26 12:42:23,38.6
2016-12-26 12:42:23,38.6
2016-12-26 12:42:27,38.7
2016-12-26 12:42:28,38.5
2016-12-26 12:42:30,38.7
2016-12-26 12:42:36,38.4
2016-12-26 12:42:38,38.7
2016-12-26 12:42:40,38.3
2016-12-26 12:42:49,38.7
2016-12-26 12:42:51,38.8
2016-12-26 12:42:52,38.4
2016-12-26 12:42:56,38.7
2016-12-26 12:42:58,38.6
2016-12-26 12:42:59,38.3
2016-12-26 12:43:04,38.6
2016-12-26 12:43:15,38.6
2016-12-26 12:43:17,38.6
2016-12-26 12:43:19,38.4
2016-12-26 12:43:21,38.6
2016-12-26 12:43:23,38.7
2016-12-26 12:43:24,38.5
2016-12-26 12:43:26,38.7
2016-12-26 12:43:26,38.7
2016-12-26 12:43:33,38.6
2016-12-26 12:43:35,38.5
2016-12-26 12:43:36,38.4
2016-12-26 12:43:38,38.8
2016-12-26 12:43:41,39.7
2016-12-26 12:43:43,40.7
2016-12-26 12:43:45,40.9
2016-12-26 12:43:47,40.8
2016-12-26 12:43:51,38.9
2016-12-26 12:43:53,38.6
2016-12-26 12:43:57,38.6
2016-12-26 12:43:59,38.6
2016-12-26 12:44:02,38.7
2016-12-26 12:44:19,38.6
2016-12-26 12:44:20,38.7
2016-12-26 12:44:22,38.7
2016-12-26 12:44:23,38.7
2016-12-26 12:44:25,38.6
2016-12-26 12:44:26,38.6
2016-12-26 12:44:26,38.6
2016-12-26 12:44:28,38.7
2016-12-26 12:44:32,38.5
2016-12-26 12:44:41,38.2
2016-12-26 12:44:43,38.1
2016-12-26 12:44:44,38.0
2016-12-26 12:44:48,38.0
2016-12-26 12:44:50,37.8
2016-12-26 12:44:54,37.9
2016-12-26 12:44:58,37.9
2016-12-26 12:45:01,37.9
2016-12-26 12:45:04,37.9
2016-12-26 12:45:07,37.9
2016-12-26 12:45:08,34.7
2016-12-26 12:45:10,37.8
2016-12-26 12:45:11,37.8
2016-12-26 12:45:13,37.7
2016-12-26 12:45:19,37.7
2016-12-26 12:45:23,37.8
2016-12-26 12:45:23,37.8
2016-12-26 12:45:27,38.0
2016-12-26 12:45:29,38.3
2016-12-26 12:45:33,38.3
2016-12-26 12:45:40,38.5
2016-12-26 12:45:41,38.5
2016-12-26 12:45:51,38.5
2016-12-26 12:45:55,38.5
2016-12-26 12:45:59,38.4
2016-12-26 12:46:00,38.5
2016-12-26 12:46:02,38.5
2016-12-26 12:46:16,38.5
2016-12-26 12:46:17,38.5
2016-12-26 12:46:22,38.5
2016-12-26 12:46:26,38.4
2016-12-26 12:46:26,38.4
2016-12-26 12:46:27,38.4
2016-12-26 12:46:29,38.5
2016-12-26 12:46:33,38.5
2016-12-26 12:46:36,38.4
2016-12-26 12:46:37,38.4
2016-12-26 12:46:39,38.4
2016-12-26 12:46:41,38.4
2016-12-26 12:46:45,38.4
2016-12-26 12:46:51,38.4
2016-12-26 12:46:53,38.4
2016-12-26 12:46:57,38.4
2016-12-26 12:47:01,38.4
2016-12-26 12:47:02,38.4
2016-12-26 12:47:06,38.4
2016-12-26 12:47:08,38.4
2016-12-26 12:47:09,38.4
2016-12-26 12:47:11,38.4
2016-12-26 12:47:12,38.3
2016-12-26 12:47:14,38.4
2016-12-26 12:47:15,38.4
2016-12-26 12:47:19,38.4
2016-12-26 12:47:21,38.4
2016-12-26 12:47:23,38.3
2016-12-26 12:47:23,38.3
2016-12-26 12:47:27,38.3
2016-12-26 12:47:28,38.3
2016-12-26 12:47:30,38.3
2016-12-26 12:47:33,38.3
2016-12-26 12:47:42,38.3
2016-12-26 12:47:46,38.3
2016-12-26 12:47:47,38.3
2016-12-26 12:47:49,38.3
2016-12-26 12:47:50,38.3
2016-12-26 12:47:54,38.3
2016-12-26 12:47:56,38.3
2016-12-26 12:48:00,38.3
2016-12-26 12:48:02,38.3
2016-12-26 12:48:04,38.3
2016-12-26 12:48:06,38.3
2016-12-26 12:48:08,38.3
2016-12-26 12:48:22,38.3
2016-12-26 12:48:26,38.3
2016-12-26 12:48:26,38.3
2016-12-26 12:48:30,38.3
2016-12-26 12:48:31,38.3
2016-12-26 12:48:34,38.3
2016-12-26 12:48:36,38.3
2016-12-26 12:48:38,38.3
2016-12-26 12:48:39,38.3
2016-12-26 12:48:46,38.3
2016-12-26 12:48:50,38.3
2016-12-26 12:48:51,38.3
2016-12-26 12:48:55,38.3
2016-12-26 12:48:57,38.3
2016-12-26 12:49:04,38.3
2016-12-26 12:49:05,38.3
2016-12-26 12:49:15,38.3
2016-12-26 12:49:19,38.3
2016-12-26 12:49:20,38.3
2016-12-26 12:49:22,38.3
2016-12-26 12:49:26,38.3
2016-12-26 12:49:26,38.3
2016-12-26 12:49:30,38.3
2016-12-26 12:49:31,38.3
2016-12-26 12:49:33,38.3
2016-12-26 12:49:34,35.1
2016-12-26 12:49:36,38.3
2016-12-26 12:49:40,38.3
2016-12-26 12:49:41,38.2
2016-12-26 12:49:43,38.3
2016-12-26 12:49:45,38.3
2016-12-26 12:49:46,38.3
2016-12-26 12:49:55,38.3
2016-12-26 12:49:57,38.3
2016-12-26 12:49:58,38.3
2016-12-26 12:50:00,38.2
2016-12-26 12:50:09,38.2
2016-12-26 12:50:13,38.2
2016-12-26 12:50:14,38.2
2016-12-26 12:50:16,38.2
2016-12-26 12:50:18,38.2
2016-12-26 12:50:19,38.2
2016-12-26 12:50:21,38.2
2016-12-26 12:50:22,38.2
2016-12-26 12:50:26,38.2
2016-12-26 12:50:26,38.2
2016-12-26 12:50:28,38.2
2016-12-26 12:50:29,38.2
2016-12-26 12:50:31,38.2
2016-12-26 12:50:33,38.2
2016-12-26 12:50:40,38.2
2016-12-26 12:50:56,38.3
2016-12-26 12:50:58,38.2
2016-12-26 12:51:00,38.2
2016-12-26 12:51:01,38.2
2016-12-26 12:51:06,38.2
2016-12-26 12:51:09,38.2
2016-12-26 12:51:10,38.2
2016-12-26 12:51:12,38.2
2016-12-26 12:51:21,38.2
2016-12-26 12:51:22,38.2
2016-12-26 12:51:26,38.2
2016-12-26 12:51:26,38.2
2016-12-26 12:51:28,38.2
2016-12-26 12:51:30,38.2
2016-12-26 12:51:31,38.2
2016-12-26 12:51:33,38.2
2016-12-26 12:51:35,38.2
2016-12-26 12:51:41,38.2
2016-12-26 12:51:43,38.2
2016-12-26 12:51:51,38.2
2016-12-26 12:51:55,38.2
2016-12-26 12:51:56,38.2
2016-12-26 12:52:00,38.2
2016-12-26 12:52:04,38.2
2016-12-26 12:52:08,38.2
2016-12-26 12:52:10,38.2
2016-12-26 12:52:12,38.2
2016-12-26 12:52:16,38.2
2016-12-26 12:52:17,38.2
2016-12-26 12:52:27,38.2
2016-12-26 12:52:27,38.2
2016-12-26 12:52:37,38.2
2016-12-26 12:52:39,38.2
2016-12-26 12:52:43,38.2
2016-12-26 12:52:44,38.2
2016-12-26 12:52:46,38.2
2016-12-26 12:52:50,38.2
2016-12-26 12:52:54,38.2
2016-12-26 12:52:55,38.2
2016-12-26 12:52:57,38.2
2016-12-26 12:52:59,38.2
2016-12-26 12:53:03,38.2
2016-12-26 12:53:05,38.2
2016-12-26 12:53:09,38.2
2016-12-26 12:53:12,38.2
2016-12-26 12:53:13,38.2
2016-12-26 12:53:20,38.2
2016-12-26 12:53:22,38.2
2016-12-26 12:53:23,38.2
2016-12-26 12:53:23,38.2
2016-12-26 12:53:27,38.2
2016-12-26 12:53:29,38.2
2016-12-26 12:53:30,38.2
2016-12-26 12:53:32,38.2
2016-12-26 12:53:37,38.2
2016-12-26 12:53:39,38.2
2016-12-26 12:53:40,38.2
2016-12-26 12:53:42,38.2
2016-12-26 12:53:44,38.2
2016-12-26 12:53:46,38.2
2016-12-26 12:53:49,38.2
2016-12-26 12:53:51,38.2
2016-12-26 12:53:55,38.2
2016-12-26 12:53:57,38.2
2016-12-26 12:54:02,38.2
2016-12-26 12:54:03,38.2
2016-12-26 12:54:05,38.2
2016-12-26 12:54:06,38.2
2016-12-26 12:54:08,38.2
2016-12-26 12:54:12,38.2
2016-12-26 12:54:18,38.2
2016-12-26 12:54:20,38.2
2016-12-26 12:54:20,38.2
2016-12-26 12:54:29,38.2
2016-12-26 12:54:30,38.2
2016-12-26 12:54:34,38.2
2016-12-26 12:54:37,38.2
2016-12-26 12:54:38,38.2
2016-12-26 12:54:42,38.2
2016-12-26 12:54:46,38.2
2016-12-26 12:54:50,38.2
2016-12-26 12:54:54,38.2
2016-12-26 12:54:58,38.2
2016-12-26 12:55:00,38.2
2016-12-26 12:55:02,38.2
2016-12-26 12:55:06,38.2
2016-12-26 12:55:16,38.2
2016-12-26 12:55:17,38.2
2016-12-26 12:55:19,38.2
2016-12-26 12:55:20,38.2
2016-12-26 12:55:20,38.2
2016-12-26 12:55:32,38.2
2016-12-26 12:55:36,38.2
2016-12-26 12:55:38,38.2
2016-12-26 12:55:39,38.2
2016-12-26 12:55:42,38.2
2016-12-26 12:55:44,38.2
2016-12-26 12:55:45,38.2
2016-12-26 12:55:49,38.2
2016-12-26 12:55:51,38.2
2016-12-26 12:55:55,38.2
2016-12-26 12:55:57,38.2
2016-12-26 12:56:01,38.2
2016-12-26 12:56:02,38.2
2016-12-26 12:56:04,38.2
2016-12-26 12:56:08,38.2
2016-12-26 12:56:13,38.2
2016-12-26 12:56:20,38.2
2016-12-26 12:56:22,38.2
2016-12-26 12:56:26,38.2
2016-12-26 12:56:26,38.2
2016-12-26 12:56:28,38.2
2016-12-26 12:56:29,38.1
2016-12-26 12:56:31,38.2
2016-12-26 12:56:33,38.2
2016-12-26 12:56:39,38.2
2016-12-26 12:56:43,38.2
2016-12-26 12:56:52,38.2
2016-12-26 12:56:54,38.2
2016-12-26 12:56:58,38.2
2016-12-26 12:57:04,38.2
2016-12-26 12:57:06,38.2
2016-12-26 12:57:10,38.2
2016-12-26 12:57:11,38.2
2016-12-26 12:57:13,38.2
2016-12-26 12:57:15,38.2
2016-12-26 12:57:16,38.2
2016-12-26 12:57:23,38.2
2016-12-26 12:57:23,38.2
2016-12-26 12:57:30,38.2
2016-12-26 12:57:34,38.2
2016-12-26 12:57:35,38.2
2016-12-26 12:57:37,38.2
2016-12-26 12:57:38,38.2
2016-12-26 12:57:44,38.2
2016-12-26 12:57:47,38.2
2016-12-26 12:57:49,38.2
2016-12-26 12:57:53,38.2
2016-12-26 12:57:54,38.2
2016-12-26 12:58:04,38.2
2016-12-26 12:58:08,38.2
2016-12-26 12:58:14,38.2
2016-12-26 12:58:16,38.2
2016-12-26 12:58:17,38.2
2016-12-26 12:58:19,38.2
2016-12-26 12:58:19,38.2
2016-12-26 12:58:33,38.2
2016-12-26 12:58:35,38.2
2016-12-26 12:58:36,38.2
2016-12-26 12:58:38,38.2
2016-12-26 12:58:54,38.2
2016-12-26 12:59:01,38.2
2016-12-26 12:59:02,38.2
2016-12-26 12:59:04,38.2
2016-12-26 12:59:05,38.2
2016-12-26 12:59:07,38.2
2016-12-26 12:59:11,38.2
2016-12-26 12:59:13,38.2
2016-12-26 12:59:14,38.2
2016-12-26 12:59:16,38.2
2016-12-26 12:59:17,38.2
2016-12-26 12:59:19,38.2
2016-12-26 12:59:20,38.2
2016-12-26 12:59:22,38.2
2016-12-26 12:59:23,38.2
2016-12-26 12:59:25,38.2
2016-12-26 12:59:26,38.2
2016-12-26 12:59:26,38.2
2016-12-26 12:59:28,38.2
2016-12-26 12:59:29,38.2
2016-12-26 12:59:31,38.2
2016-12-26 12:59:32,38.2
2016-12-26 12:59:34,38.2
2016-12-26 12:59:36,38.2
2016-12-26 12:59:37,38.2
2016-12-26 12:59:39,38.2
2016-12-26 12:59:40,38.2
2016-12-26 12:59:44,38.2
2016-12-26 12:59:46,38.2
2016-12-26 12:59:47,38.2
2016-12-26 12:59:49,38.2
2016-12-26 12:59:50,38.2
2016-12-26 12:59:52,38.2
2016-12-26 12:59:53,38.2
2016-12-26 12:59:55,38.2
2016-12-26 12:59:56,38.2
2016-12-26 12:59:58,38.2
2016-12-26 12:59:59,38.2
2016-12-26 13:00:01,38.2
2016-12-26 13:00:03,38.2
2016-12-26 13:00:04,38.2
2016-12-26 13:00:06,38.2
2016-12-26 13:00:07,38.2
2016-12-26 13:00:09,38.2
2016-12-26 13:00:10,38.2
2016-12-26 13:00:12,38.2
2016-12-26 13:00:13,38.2
2016-12-26 13:00:15,38.2
2016-12-26 13:00:21,38.2
2016-12-26 13:00:23,38.2
2016-12-26 13:00:24,38.2
2016-12-26 13:00:26,38.2
2016-12-26 13:00:26,38.2
2016-12-26 13:00:28,38.2
2016-12-26 13:00:32,38.2
2016-12-26 13:00:33,38.2
2016-12-26 13:00:35,38.2
2016-12-26 13:00:36,38.2
2016-12-26 13:00:38,38.2
2016-12-26 13:00:39,38.2
2016-12-26 13:00:46,38.2
2016-12-26 13:00:47,38.2
2016-12-26 13:00:49,38.2
2016-12-26 13:00:50,38.2
2016-12-26 13:00:54,38.2
2016-12-26 13:00:56,38.2
2016-12-26 13:00:58,38.2
2016-12-26 13:00:59,38.2
2016-12-26 13:01:01,38.2
2016-12-26 13:01:02,38.2
2016-12-26 13:01:04,38.2
2016-12-26 13:01:05,38.2
2016-12-26 13:01:07,38.2
2016-12-26 13:01:08,38.2
2016-12-26 13:01:10,38.2
2016-12-26 13:01:11,38.2
2016-12-26 13:01:13,38.2
2016-12-26 13:01:14,38.2
2016-12-26 13:01:16,38.2
2016-12-26 13:01:17,38.2
2016-12-26 13:01:19,38.2
2016-12-26 13:01:21,38.2
2016-12-26 13:01:22,38.2
2016-12-26 13:01:24,38.2
2016-12-26 13:01:25,38.2
2016-12-26 13:01:25,38.2
2016-12-26 13:01:27,38.2
2016-12-26 13:01:28,38.2
2016-12-26 13:01:30,38.2
2016-12-26 13:01:31,38.2
2016-12-26 13:01:35,38.2
2016-12-26 13:01:37,38.2
2016-12-26 13:01:38,38.2
2016-12-26 13:01:40,38.2
2016-12-26 13:01:41,38.2
2016-12-26 13:01:43,38.2
2016-12-26 13:01:47,38.2
2016-12-26 13:01:51,38.2
2016-12-26 13:01:53,38.2
2016-12-26 13:01:54,38.2
2016-12-26 13:01:58,38.2
2016-12-26 13:02:00,38.2
2016-12-26 13:02:04,38.2
2016-12-26 13:02:05,38.2
2016-12-26 13:02:07,38.2
2016-12-26 13:02:08,38.2
2016-12-26 13:02:10,38.2
2016-12-26 13:02:11,38.2
2016-12-26 13:02:13,38.2
2016-12-26 13:02:15,38.2
2016-12-26 13:02:16,38.2
2016-12-26 13:02:18,38.2
2016-12-26 13:02:19,38.2
2016-12-26 13:02:21,38.2
2016-12-26 13:02:22,38.2
2016-12-26 13:02:24,38.2
2016-12-26 13:02:24,38.2
2016-12-26 13:02:28,38.2
2016-12-26 13:02:29,38.2
2016-12-26 13:02:31,38.2
2016-12-26 13:02:32,38.2
2016-12-26 13:02:34,38.2
2016-12-26 13:02:35,38.2
2016-12-26 13:02:37,38.2
2016-12-26 13:02:41,38.2
2016-12-26 13:02:43,38.2
2016-12-26 13:02:44,38.2
2016-12-26 13:02:46,38.2
2016-12-26 13:02:47,38.2
2016-12-26 13:02:49,38.2
2016-12-26 13:02:50,38.2
2016-12-26 13:02:52,38.2
2016-12-26 13:02:56,38.2
2016-12-26 13:02:57,38.2
2016-12-26 13:02:59,38.2
2016-12-26 13:03:00,38.2
2016-12-26 13:03:02,38.2
2016-12-26 13:03:03,38.2
2016-12-26 13:03:08,38.2
2016-12-26 13:03:09,38.2
2016-12-26 13:03:11,38.2
2016-12-26 13:03:12,38.2
2016-12-26 13:03:14,38.2
2016-12-26 13:03:15,38.2
2016-12-26 13:03:17,38.2
2016-12-26 13:03:18,38.2
2016-12-26 13:03:20,38.2
2016-12-26 13:03:21,38.2
2016-12-26 13:03:23,38.2
2016-12-26 13:03:24,38.2
2016-12-26 13:03:26,38.2
2016-12-26 13:03:26,38.2
2016-12-26 13:03:27,38.2
2016-12-26 13:03:29,38.2
2016-12-26 13:03:30,38.2
2016-12-26 13:03:32,38.2
2016-12-26 13:03:36,38.2
2016-12-26 13:03:40,38.2
2016-12-26 13:03:42,38.2
2016-12-26 13:03:43,38.2
2016-12-26 13:03:45,38.2
2016-12-26 13:03:46,38.2
2016-12-26 13:03:48,38.2
2016-12-26 13:03:49,38.2
2016-12-26 13:03:51,38.2
2016-12-26 13:03:52,38.2
2016-12-26 13:03:54,38.2
2016-12-26 13:03:55,38.2
2016-12-26 13:03:57,38.2
2016-12-26 13:03:59,38.2
2016-12-26 13:04:03,38.2
2016-12-26 13:04:04,38.3
2016-12-26 13:04:06,38.2
2016-12-26 13:04:07,38.2
2016-12-26 13:04:09,38.2
2016-12-26 13:04:10,38.2
2016-12-26 13:04:12,38.3
2016-12-26 13:04:13,38.2
2016-12-26 13:04:15,38.2
2016-12-26 13:04:19,38.2
2016-12-26 13:04:20,38.2
2016-12-26 13:04:22,38.3
2016-12-26 13:04:23,38.2
2016-12-26 13:04:25,38.2
2016-12-26 13:04:27,38.2
2016-12-26 13:04:27,38.2
2016-12-26 13:04:28,38.2
2016-12-26 13:04:30,38.2
2016-12-26 13:04:31,38.2
2016-12-26 13:04:33,38.2
2016-12-26 13:04:34,38.2
2016-12-26 13:04:36,38.3
2016-12-26 13:04:37,38.2
2016-12-26 13:04:39,38.2
2016-12-26 13:04:40,38.2
2016-12-26 13:04:42,38.2
2016-12-26 13:04:43,38.2
2016-12-26 13:04:45,38.3
2016-12-26 13:04:46,38.2
2016-12-26 13:04:48,38.3
2016-12-26 13:04:50,38.3
2016-12-26 13:04:51,38.2
2016-12-26 13:04:53,38.2
2016-12-26 13:04:54,38.2
2016-12-26 13:04:58,38.2
2016-12-26 13:05:00,38.3
2016-12-26 13:05:01,38.3
2016-12-26 13:05:03,38.2
2016-12-26 13:05:04,38.3
2016-12-26 13:05:06,38.2
2016-12-26 13:05:07,38.3
2016-12-26 13:05:09,38.2
2016-12-26 13:05:10,38.3
2016-12-26 13:05:12,38.2
2016-12-26 13:05:13,38.2
2016-12-26 13:05:15,38.3
2016-12-26 13:05:17,38.2
2016-12-26 13:05:18,38.2
2016-12-26 13:05:20,38.3
2016-12-26 13:05:21,38.3
2016-12-26 13:05:23,38.2
2016-12-26 13:05:24,38.3
2016-12-26 13:05:26,38.2
2016-12-26 13:05:26,38.2
2016-12-26 13:05:27,38.2
2016-12-26 13:05:29,38.3
2016-12-26 13:05:30,38.2
2016-12-26 13:05:32,38.2
2016-12-26 13:05:33,38.2
2016-12-26 13:05:35,38.3
2016-12-26 13:05:39,38.2
2016-12-26 13:05:41,38.3
2016-12-26 13:05:42,38.3
2016-12-26 13:05:44,38.2
2016-12-26 13:05:45,38.3
2016-12-26 13:05:49,38.2
2016-12-26 13:05:53,38.3
2016-12-26 13:05:55,38.2
2016-12-26 13:05:59,38.3
2016-12-26 13:06:00,38.2
2016-12-26 13:06:02,38.3
2016-12-26 13:06:03,38.2
2016-12-26 13:06:05,38.3
2016-12-26 13:06:06,38.3
2016-12-26 13:06:08,38.2
2016-12-26 13:06:10,38.3
2016-12-26 13:06:11,38.2
2016-12-26 13:06:13,38.2
2016-12-26 13:06:14,38.3
2016-12-26 13:06:16,38.3
2016-12-26 13:06:17,38.3
2016-12-26 13:06:19,38.2
2016-12-26 13:06:20,38.3
2016-12-26 13:06:22,38.3
2016-12-26 13:06:23,38.3
2016-12-26 13:06:25,38.3
2016-12-26 13:06:26,38.3
2016-12-26 13:06:26,38.3
2016-12-26 13:06:28,38.2
2016-12-26 13:06:29,38.2
2016-12-26 13:06:31,38.2
2016-12-26 13:06:33,38.3
2016-12-26 13:06:34,38.3
2016-12-26 13:06:36,38.3
2016-12-26 13:06:37,38.2
2016-12-26 13:06:39,38.2
2016-12-26 13:06:40,38.3
2016-12-26 13:06:42,38.3
2016-12-26 13:06:43,38.2
2016-12-26 13:06:45,38.3
2016-12-26 13:06:46,38.3
2016-12-26 13:06:48,38.2
2016-12-26 13:06:49,38.3
2016-12-26 13:06:51,38.3
2016-12-26 13:06:52,38.3
2016-12-26 13:06:54,38.3
2016-12-26 13:06:55,38.3
2016-12-26 13:06:57,38.3
2016-12-26 13:06:59,38.3
2016-12-26 13:07:03,38.3
2016-12-26 13:07:04,38.3
2016-12-26 13:07:06,38.3
2016-12-26 13:07:07,38.3
2016-12-26 13:07:09,38.3
2016-12-26 13:07:10,38.2
2016-12-26 13:07:12,38.3
2016-12-26 13:07:13,38.3
2016-12-26 13:07:15,38.3
2016-12-26 13:07:16,38.3
2016-12-26 13:07:18,38.3
2016-12-26 13:07:19,38.2
2016-12-26 13:07:21,38.3
2016-12-26 13:07:23,38.3
2016-12-26 13:07:24,38.3
2016-12-26 13:07:26,38.2
2016-12-26 13:07:26,38.2
2016-12-26 13:07:27,38.3
2016-12-26 13:07:29,38.3
2016-12-26 13:07:30,38.3
2016-12-26 13:07:32,38.3
2016-12-26 13:07:33,38.3
2016-12-26 13:07:35,38.3
2016-12-26 13:07:36,38.3
2016-12-26 13:07:38,38.2
2016-12-26 13:07:39,38.3
